nta2020,safety_score,quiet_score,parks_score,amenities_score
BK1101,0.4580152671755725,0.33206106870229013,0.1145038167938931,0.8053435114503816
BK1102,0.4007633587786259,0.5648854961832062,0.7022900763358778,0.6889312977099237
BK1103,0.4847328244274809,0.4541984732824428,0.3206106870229007,0.7270992366412214
BK1201,0.33206106870229013,0.2290076335877863,0.1297709923664122,0.9141221374045804
BK1202,0.5916030534351144,0.6259541984732825,0.0839694656488549,0.7442748091603053
BK1203,0.4732824427480916,0.3549618320610687,0.2633587786259542,0.7767175572519085
BK1204,0.6412213740458016,0.5763358778625955,0.4236641221374045,0.4389312977099237
BK1301,0.5725190839694657,0.5610687022900763,0.4083969465648855,0.383587786259542
BK1302,0.3587786259541985,0.44656488549618323,0.8740458015267175,0.4694656488549618
BK1303,0.3129770992366412,0.3587786259541985,0.7290076335877863,0.8263358778625953
BK1391,0.9465648854961833,0.8587786259541985,0.9923664122137404,0.0763358778625954
BK1401,0.20992366412213737,0.08015267175572516,0.0725190839694656,0.8492366412213741
BK1402,0.45038167938931295,0.4007633587786259,0.1221374045801526,0.8110687022900763
BK1403,0.5801526717557253,0.4427480916030534,0.0916030534351145,0.6106870229007633
BK1501,0.5152671755725191,0.3702290076335878,0.3435114503816794,0.700381679389313
BK1502,0.5381679389312977,0.4122137404580153,0.1106870229007633,0.6870229007633588
BK1503,0.5763358778625955,0.549618320610687,0.5381679389312977,0.5209923664122137
BK1601,0.11832061068702293,0.22519083969465647,0.416030534351145,0.7137404580152672
BK1602,0.11068702290076338,0.24809160305343514,0.5343511450381679,0.66793893129771
BK1701,0.1984732824427481,0.1984732824427481,0.0763358778625954,0.8416030534351144
BK1702,0.37786259541984735,0.3854961832061069,0.2061068702290076,0.4809160305343511
BK1703,0.316793893129771,0.43511450381679384,0.1335877862595419,0.6183206106870229
BK1704,0.19465648854961837,0.2862595419847328,0.1564885496183206,0.7022900763358779
BK1771,0.8282442748091603,0.9236641221374046,0.0305343511450381,0.1679389312977099
BK1801,0.4389312977099237,0.5305343511450382,0.1946564885496183,0.5095419847328244
BK1802,0.6106870229007634,0.633587786259542,0.5419847328244275,0.4122137404580153
BK1803,0.5038167938931297,0.5267175572519084,0.5458015267175572,0.4484732824427481
BK1891,0.8854961832061069,0.8740458015267176,0.9083969465648856,0.1603053435114503
BK1892,0.9351145038167938,0.9312977099236642,0.8893129770992366,0.0763358778625954
BK1893,0.7404580152671756,0.7938931297709924,0.9045801526717556,0.0763358778625954
BK5591,0.7862595419847329,0.7748091603053436,0.9847328244274808,0.2137404580152671
BK5691,0.9083969465648855,0.9809160305343512,0.6641221374045801,0.1183206106870229
BK5692,0.9866412213740459,0.9809160305343512,0.0305343511450381,0.0763358778625954
BK5693,0.9866412213740459,0.8893129770992367,0.5610687022900763,0.0763358778625954
BX0101,0.1870229007633588,0.26335877862595425,0.6145038167938931,0.6984732824427481
BX0102,0.011450381679389166,0.20992366412213737,0.3893129770992366,0.8721374045801527
BX0201,0.41984732824427484,0.5534351145038168,0.2671755725190839,0.3912213740458015
BX0202,0.06106870229007644,0.17938931297709926,0.6106870229007634,0.8645038167938932
BX0291,0.9866412213740459,0.9809160305343512,0.9961832061068704,0.0763358778625954
BX0301,0.057251908396946605,0.16030534351145043,0.4885496183206106,0.7843511450381679
BX0302,0.07633587786259544,0.003816793893129611,0.3740458015267175,0.6202290076335878
BX0303,0.16412213740458015,0.14122137404580148,0.6450381679389313,0.6183206106870229
BX0391,0.6068702290076335,0.816793893129771,0.9351145038167938,0.0763358778625954
BX0401,0.0725190839694656,0.06870229007633599,0.6908396946564885,0.8187022900763359
BX0402,0.14503816793893132,0.06106870229007644,0.6412213740458015,0.616412213740458
BX0403,0.01908396946564883,0.03435114503816805,0.5038167938931297,0.8950381679389313
BX0491,0.06870229007633599,0.8091603053435115,0.9198473282442748,0.5229007633587786
BX0492,0.4541984732824428,0.47709923664122134,0.9541984732824428,0.0763358778625954
BX0501,0.18320610687022898,0.08396946564885499,0.4732824427480916,0.7099236641221374
BX0502,0.01526717557251922,0.026717557251908386,0.4389312977099237,0.8511450381679388
BX0503,0.007633587786259555,0.01908396946564883,0.1068702290076335,0.9580152671755724
BX0601,0.1564885496183206,0.21755725190839692,0.5534351145038168,0.6125954198473282
BX0602,0.09923664122137399,0.14503816793893132,0.6946564885496184,0.7404580152671756
BX0603,0.1145038167938931,0.1297709923664122,0.1717557251908397,0.91793893129771
BX0701,0.12595419847328249,0.07633587786259544,0.6755725190839694,0.7137404580152672
BX0702,0.2862595419847328,0.12595419847328249,0.5,0.6431297709923665
BX0703,0.19083969465648853,0.10305343511450382,0.8549618320610687,0.8473282442748091
BX0801,0.23664122137404575,0.04961832061068705,0.5114503816793893,0.6354961832061069
BX0802,0.13740458015267176,0.13358778625954193,0.3282442748091603,0.7709923664122138
BX0803,0.6984732824427481,0.5877862595419847,0.732824427480916,0.3721374045801526
BX0901,0.24809160305343514,0.2022900763358778,0.549618320610687,0.7309160305343512
BX0902,0.3549618320610687,0.42366412213740456,0.7748091603053435,0.3721374045801526
BX0903,0.39312977099236646,0.40839694656488545,0.2480916030534351,0.5114503816793894
BX0904,0.20610687022900764,0.27862595419847325,0.2938931297709923,0.8568702290076335
BX0991,0.7824427480916031,0.7290076335877863,0.950381679389313,0.0763358778625954
BX1001,0.3854961832061069,0.4580152671755725,0.2137404580152671,0.6622137404580153
BX1002,0.5877862595419847,0.5916030534351144,0.4770992366412214,0.3530534351145038
BX1003,0.6297709923664122,0.5458015267175573,0.2595419847328244,0.4713740458015267
BX1004,0.5458015267175573,0.7366412213740459,0.5763358778625954,0.4370229007633587
BX1071,0.9866412213740459,0.9274809160305344,1.0,0.0763358778625954
BX1091,0.8778625954198473,0.8053435114503817,0.900763358778626,0.116412213740458
BX1101,0.26335877862595425,0.13740458015267176,0.5229007633587787,0.7748091603053435
BX1102,0.5267175572519084,0.4847328244274809,0.6793893129770993,0.5248091603053435
BX1103,0.5419847328244275,0.5572519083969466,0.2175572519083969,0.4026717557251908
BX1104,0.24045801526717558,0.16412213740458015,0.1641221374045801,0.7347328244274809
BX1161,0.7366412213740459,0.83587786259542,0.8015267175572519,0.2366412213740458
BX1201,0.2824427480916031,0.3396946564885496,0.6526717557251909,0.6145038167938931
BX1202,0.4885496183206107,0.5801526717557253,0.5877862595419847,0.4293893129770992
BX1203,0.38167938931297707,0.0,0.3358778625954198,0.5438931297709924
BX1271,0.7519083969465649,0.8664122137404581,0.0305343511450381,0.1240458015267175
BX2691,0.8206106870229009,0.7824427480916031,0.9770992366412212,0.2194656488549618
BX2791,0.7290076335877863,0.8435114503816794,0.9427480916030534,0.1431297709923664
BX2891,0.8969465648854962,0.8549618320610687,0.9580152671755724,0.1583969465648855
MN0101,0.10687022900763354,0.24045801526717558,0.6335877862595419,0.7843511450381679
MN0102,0.08396946564885499,0.2137404580152672,0.5687022900763359,0.7748091603053435
MN0191,0.8625954198473282,0.8778625954198473,0.6984732824427481,0.1927480916030534
MN0201,0.022900763358778775,0.11832061068702293,0.1603053435114503,0.9694656488549618
MN0202,0.041984732824427606,0.08778625954198482,0.583969465648855,0.9408396946564884
MN0203,0.08015267175572516,0.16793893129770987,0.3244274809160305,0.8721374045801527
MN0301,0.08778625954198482,0.11068702290076338,0.6221374045801527,0.982824427480916
MN0302,0.05343511450381677,0.041984732824427606,0.8129770992366412,0.916030534351145
MN0303,0.09160305343511443,0.03816793893129755,0.7061068702290076,0.9618320610687024
MN0401,0.13358778625954193,0.22137404580152675,0.3015267175572519,0.8358778625954199
MN0402,0.026717557251908386,0.1564885496183206,0.3396946564885496,0.9064885496183206
MN0501,0.0,0.17557251908396942,0.4809160305343511,0.8587786259541985
MN0502,0.003816793893129611,0.2709923664122137,0.3129770992366412,0.8702290076335878
MN0601,0.27862595419847325,0.48091603053435117,0.1870229007633587,0.4599236641221374
MN0602,0.03435114503816805,0.09923664122137399,0.4122137404580153,0.916030534351145
MN0603,0.14122137404580148,0.15267175572519087,0.4312977099236641,0.8282442748091603
MN0604,0.16030534351145043,0.2557251908396947,0.2213740458015267,0.9389312977099236
MN0661,0.6603053435114504,0.66793893129771,0.0305343511450381,0.1698473282442748
MN0701,0.1297709923664122,0.2824427480916031,0.7099236641221374,0.7748091603053435
MN0702,0.2748091603053435,0.20610687022900764,0.8320610687022901,0.7576335877862596
MN0703,0.15267175572519087,0.1717557251908397,0.8396946564885496,0.8244274809160306
MN0801,0.3015267175572519,0.29007633587786263,0.3625954198473282,0.7938931297709924
MN0802,0.16793893129770987,0.37786259541984735,0.1984732824427481,0.7881679389312977
MN0803,0.23282442748091603,0.19083969465648853,0.6679389312977099,0.900763358778626
MN0901,0.30534351145038163,0.39312977099236646,0.8778625954198473,0.6793893129770993
MN0902,0.14885496183206104,0.10687022900763354,0.8053435114503816,0.6927480916030535
MN0903,0.09541984732824438,0.007633587786259555,0.767175572519084,0.8854961832061069
MN1001,0.03053435114503822,0.01526717557251922,0.148854961832061,0.8854961832061069
MN1002,0.04961832061068705,0.03053435114503822,0.5954198473282443,0.7919847328244275
MN1101,0.04580152671755722,0.057251908396946605,0.5190839694656488,0.9217557251908396
MN1102,0.03816793893129755,0.06488549618320616,0.7595419847328244,0.8568702290076335
MN1191,0.633587786259542,0.7480916030534353,0.8969465648854962,0.1240458015267175
MN1201,0.10305343511450382,0.011450381679389166,0.7938931297709924,0.8969465648854962
MN1202,0.17938931297709926,0.022900763358778775,0.8625954198473282,0.8587786259541985
MN1203,0.21755725190839692,0.04580152671755722,0.6259541984732825,0.8377862595419847
MN1291,0.6183206106870229,0.6564885496183206,0.9465648854961832,0.1736641221374046
MN1292,0.8129770992366413,0.7022900763358779,0.9236641221374046,0.1412213740458015
MN6491,0.7175572519083969,0.7786259541984732,0.9885496183206108,0.1793893129770992
QN0101,0.6145038167938932,0.5381679389312977,0.2099236641221374,0.5190839694656488
QN0102,0.42366412213740456,0.26717557251908397,0.4847328244274809,0.5858778625954199
QN0103,0.35114503816793896,0.23282442748091603,0.0877862595419847,0.8683206106870229
QN0104,0.3969465648854962,0.3282442748091603,0.2404580152671755,0.7461832061068703
QN0105,0.29389312977099236,0.2595419847328244,0.6297709923664122,0.6374045801526718
QN0151,0.9694656488549619,0.950381679389313,0.0305343511450381,0.0763358778625954
QN0161,0.3893129770992366,0.8320610687022901,0.0305343511450381,0.5419847328244275
QN0171,0.8549618320610687,0.8931297709923665,0.0305343511450381,0.1641221374045801
QN0191,0.7251908396946565,0.6832061068702291,0.9389312977099236,0.1851145038167939
QN0201,0.3435114503816794,0.40458015267175573,0.3931297709923664,0.6755725190839694
QN0202,0.5534351145038168,0.4961832061068703,0.0801526717557251,0.6564885496183206
QN0203,0.4961832061068703,0.4694656488549618,0.2366412213740458,0.6927480916030535
QN0261,0.8320610687022901,0.7519083969465649,0.1793893129770992,0.232824427480916
QN0271,0.900763358778626,0.8473282442748092,0.0305343511450381,0.1450381679389313
QN0301,0.2290076335877863,0.25190839694656486,0.3053435114503817,0.7843511450381679
QN0302,0.49236641221374045,0.4732824427480916,0.4465648854961832,0.4770992366412214
QN0303,0.1717557251908397,0.30916030534351147,0.4961832061068702,0.9198473282442748
QN0401,0.17557251908396942,0.3129770992366412,0.2862595419847328,0.8015267175572519
QN0402,0.2709923664122137,0.09541984732824438,0.2748091603053435,0.83206106870229
QN0501,0.6564885496183206,0.6106870229007634,0.1450381679389313,0.4713740458015267
QN0502,0.47709923664122134,0.30534351145038163,0.3091603053435114,0.7595419847328244
QN0503,0.583969465648855,0.5419847328244275,0.1374045801526717,0.5
QN0504,0.6717557251908397,0.6221374045801527,0.6374045801526718,0.4141221374045801
QN0571,0.9045801526717558,0.900763358778626,0.0305343511450381,0.1431297709923664
QN0572,0.9160305343511451,0.9809160305343512,0.0305343511450381,0.148854961832061
QN0573,0.8396946564885497,0.9351145038167938,0.0305343511450381,0.0763358778625954
QN0574,0.8816793893129771,0.8702290076335878,0.816793893129771,0.0763358778625954
QN0601,0.44656488549618323,0.5229007633587786,0.2022900763358778,0.5858778625954199
QN0602,0.5114503816793894,0.3969465648854962,0.1755725190839694,0.5782442748091603
QN0701,0.6755725190839694,0.6412213740458016,0.6183206106870229,0.3473282442748091
QN0702,0.7595419847328245,0.7137404580152672,0.5305343511450382,0.3110687022900763
QN0703,0.7748091603053436,0.7061068702290076,0.8435114503816794,0.2958015267175572
QN0704,0.6832061068702291,0.583969465648855,0.2824427480916031,0.5267175572519084
QN0705,0.6870229007633588,0.5687022900763359,0.1183206106870229,0.4541984732824428
QN0706,0.6450381679389313,0.6488549618320612,0.7633587786259542,0.4122137404580153
QN0707,0.26717557251908397,0.316793893129771,0.6068702290076335,0.7786259541984732
QN0761,0.9427480916030535,0.8129770992366413,0.8854961832061069,0.0763358778625954
QN0791,0.9236641221374046,0.8969465648854962,0.9809160305343512,0.1316793893129771
QN0801,0.6259541984732825,0.6145038167938932,0.1679389312977099,0.383587786259542
QN0802,0.5687022900763359,0.12213740458015265,0.232824427480916,0.4045801526717557
QN0803,0.6526717557251909,0.6641221374045803,0.5076335877862596,0.4141221374045801
QN0804,0.6793893129770994,0.6526717557251909,0.4923664122137404,0.3511450381679389
QN0805,0.5305343511450382,0.5343511450381679,0.4580152671755725,0.4122137404580153
QN0871,0.9866412213740459,0.9809160305343512,0.1412213740458015,0.0763358778625954
QN0891,0.8931297709923665,0.7900763358778626,0.9274809160305344,0.0763358778625954
QN0901,0.5992366412213741,0.45038167938931295,0.5725190839694656,0.5
QN0902,0.43511450381679384,0.4389312977099237,0.0610687022900763,0.6087786259541985
QN0903,0.40458015267175573,0.3893129770992366,0.2442748091603053,0.583969465648855
QN0904,0.4694656488549618,0.416030534351145,0.2251908396946564,0.5553435114503817
QN0905,0.46564885496183206,0.34732824427480913,0.1030534351145038,0.6297709923664122
QN1001,0.5190839694656488,0.3740458015267175,0.1908396946564885,0.5477099236641221
QN1002,0.549618320610687,0.5725190839694657,0.4618320610687023,0.5190839694656488
QN1003,0.7022900763358779,0.6793893129770994,0.6564885496183206,0.333969465648855
QN1091,0.9541984732824428,0.9045801526717558,0.3816793893129771,0.0763358778625954
QN1101,0.7213740458015268,0.6717557251908397,0.366412213740458,0.3530534351145038
QN1102,0.7328244274809161,0.6603053435114504,0.7137404580152672,0.3759541984732824
QN1103,0.8015267175572519,0.8015267175572519,0.7824427480916031,0.2977099236641221
QN1104,0.7557251908396947,0.7442748091603054,0.5992366412213741,0.3053435114503817
QN1191,0.8664122137404581,0.8625954198473282,0.931297709923664,0.0763358778625954
QN1201,0.12213740458015265,0.38167938931297707,0.2977099236641221,0.7557251908396947
QN1202,0.4274809160305344,0.29389312977099236,0.3702290076335878,0.3931297709923664
QN1203,0.416030534351145,0.4885496183206107,0.6870229007633588,0.4255725190839695
QN1204,0.5648854961832062,0.6030534351145038,0.648854961832061,0.3606870229007634
QN1205,0.6221374045801527,0.6183206106870229,0.5152671755725191,0.3549618320610687
QN1206,0.5572519083969466,0.5954198473282444,0.1526717557251908,0.5114503816793894
QN1301,0.7633587786259541,0.7709923664122138,0.2709923664122137,0.3396946564885496
QN1302,0.7442748091603054,0.7404580152671756,0.7557251908396947,0.2862595419847328
QN1303,0.5954198473282444,0.5114503816793894,0.3320610687022901,0.4045801526717557
QN1304,0.6946564885496183,0.7251908396946565,0.5648854961832062,0.3282442748091603
QN1305,0.6488549618320612,0.7099236641221374,0.1259541984732824,0.3645038167938931
QN1306,0.66793893129771,0.6908396946564885,0.8664122137404581,0.2538167938931298
QN1307,0.6908396946564885,0.6870229007633588,0.8244274809160306,0.2900763358778626
QN1371,0.9618320610687023,0.9809160305343512,0.0305343511450381,0.0763358778625954
QN1401,0.46183206106870234,0.5152671755725191,0.7366412213740458,0.3511450381679389
QN1402,0.5,0.49236641221374045,0.8702290076335878,0.3110687022900763
QN1403,0.767175572519084,0.6984732824427481,0.7404580152671756,0.2690839694656488
QN1491,0.851145038167939,0.9083969465648855,0.9694656488549618,0.0763358778625954
QN8081,0.8702290076335878,0.9809160305343512,0.099236641221374,0.1335877862595419
QN8191,0.7709923664122138,0.6755725190839694,0.9122137404580152,0.1793893129770992
QN8291,0.8587786259541985,0.851145038167939,0.9732824427480916,0.1641221374045801
QN8381,0.919847328244275,0.9580152671755726,0.0954198473282442,0.1354961832061068
QN8491,0.9732824427480917,0.9809160305343512,0.2900763358778626,0.0763358778625954
QN8492,0.9656488549618321,0.9465648854961833,0.0648854961832061,0.0763358778625954
SI0101,0.3244274809160306,0.46564885496183206,0.5267175572519084,0.5534351145038168
SI0102,0.3282442748091603,0.5,0.3587786259541984,0.5267175572519084
SI0103,0.6030534351145038,0.6374045801526718,0.5572519083969466,0.3854961832061069
SI0104,0.7099236641221374,0.7175572519083969,0.7900763358778626,0.3072519083969465
SI0105,0.7480916030534353,0.7213740458015268,0.7709923664122137,0.381679389312977
SI0106,0.5343511450381679,0.6450381679389313,0.4351145038167939,0.4885496183206107
SI0107,0.6641221374045803,0.7328244274809161,0.7213740458015268,0.2805343511450381
SI0191,0.9312977099236642,0.9160305343511451,0.9618320610687024,0.1603053435114503
SI0201,0.7137404580152672,0.6946564885496183,0.7977099236641222,0.3301526717557251
SI0202,0.7061068702290076,0.6297709923664122,0.6603053435114504,0.4122137404580153
SI0203,0.8473282442748092,0.8244274809160306,0.8816793893129771,0.2080152671755725
SI0204,0.816793893129771,0.8282442748091603,0.8282442748091603,0.2480916030534351
SI0291,0.7938931297709924,0.9618320610687023,0.8931297709923665,0.0763358778625954
SI0301,0.7977099236641222,0.767175572519084,0.8206106870229007,0.2137404580152672
SI0302,0.7786259541984732,0.7633587786259541,0.4694656488549618,0.2938931297709923
SI0303,0.7900763358778626,0.7862595419847329,0.8587786259541985,0.2347328244274809
SI0304,0.8435114503816794,0.8396946564885497,0.8358778625954199,0.2022900763358778
SI0305,0.8244274809160306,0.7557251908396947,0.7480916030534351,0.2480916030534351
SI0391,0.950381679389313,0.9389312977099237,0.7862595419847328,0.1698473282442748
SI9561,0.9389312977099237,0.9427480916030535,0.0687022900763358,0.0763358778625954
SI9591,0.9866412213740459,0.9809160305343512,0.0305343511450381,0.0763358778625954
SI9592,0.8740458015267176,0.8854961832061069,0.851145038167939,0.1354961832061068
SI9593,0.9580152671755726,0.9541984732824428,0.683206106870229,0.0763358778625954
